stop_id,stop_name,stop_lat,stop_lon
101712-STOP_205084,捷運景安站(景平路),24.993354,121.504297
101712-STOP_205101,景平路景德街口,24.991327,121.519446
101712-STOP_205330,瑠公公園,24.968989,121.539048
101712-STOP_205340,三民路,24.972058,121.535357
101712-STOP_205342,耕莘醫院(三民路),24.975190,121.535290
101712-STOP_206657,捷運南港站,25.052260,121.607245
101712-STOP_206950,三王宮,25.100559,121.505997
101712-STOP_202752,自來水事業處,25.015280,121.547575
101712-STOP_203517,西湖圖書館(湖光教會),25.078890,121.578499
101712-STOP_203530,臺北市立美術館,25.070066,121.523095
101712-STOP_203534,內湖高中,25.079013,121.588310
101712-STOP_204047,天和里,25.125739,121.534391
101712-STOP_204111,城門仔(玄明宮),25.097808,121.588532
101712-STOP_204319,東吳大學城中校區,25.039054,121.509101
101712-STOP_205061,福和橋(林森路),25.003877,121.523431
101712-STOP_205093,和平高中,25.019630,121.547460
101712-STOP_205094,捷運六張犁站(基隆路),25.023637,121.551907
101712-STOP_205278,萬隆,24.999316,121.540200
101712-STOP_205289,三興國小(臨江街觀光夜市),25.028593,121.557084
101712-STOP_205313,七張(北新路),24.971410,121.542650
101712-STOP_20662,福音,25.114337,121.550560
101712-STOP_20667,下竹林,25.129780,121.547625
101712-STOP_202736,國泰新村(木新),24.982053,121.561850
101712-STOP_202769,一女中(公園),25.036829,121.515137
101712-STOP_203170,小碧潭部落,24.971285,121.531284
101712-STOP_203284,松仁路,25.024531,121.569600
101712-STOP_203514,內湖國小,25.079290,121.581276
101712-STOP_203527,忠烈祠,25.078002,121.535552
101712-STOP_204115,城門仔(玄明宮),25.097808,121.588532
101712-STOP_204318,臺北市憲兵隊,25.040727,121.509124
101712-STOP_205049,福和橋(永元路),25.002882,121.522833
101712-STOP_205100,捷運景平站,24.991961,121.516141
101712-STOP_205105,劉厝,24.996255,121.526627
101712-STOP_205274,大坪林,24.980970,121.541926
101712-STOP_205275,捷運大坪林站,24.983344,121.541398
101712-STOP_205292,消防局(松仁),25.039991,121.568621
101712-STOP_205307,財政園區,24.995644,121.541003
101712-STOP_20546,富洲里八段,25.105630,121.484480
101712-STOP_20572,民生重慶路口,25.057150,121.513693
101712-STOP_205733,中華科技大學,25.033428,121.611345
101712-STOP_205805,南港車站,25.053401,121.606959
101712-STOP_20647,捷運劍潭站(北藝中心),25.084952,121.525031
101712-STOP_206651,捷運南港站,25.052260,121.607245
101712-STOP_20681,興農橋,25.139328,121.570212
101712-STOP_202744,辛亥路6段21巷口,24.990333,121.552374
101712-STOP_202751,自來水處(辛亥),25.017554,121.547891
101712-STOP_202760,大安森林公園,25.025928,121.536320
101712-STOP_202764,捷運古亭站(和平),25.027172,121.523152
101712-STOP_203520,仁寶大樓,25.079478,121.568256
101712-STOP_204388,南港花園社區三,25.038953,121.592633
101712-STOP_205041,中和區公所(景平路),24.998807,121.499603
101712-STOP_205095,三興國小(臨江街觀光夜市),25.028593,121.557084
101712-STOP_205288,喬治商職,25.026280,121.554923
101712-STOP_205308,滬江中學,24.990933,121.539831
101712-STOP_205332,市政府(市府),25.038332,121.563754
101712-STOP_20648,小北街,25.090709,121.526963
101712-STOP_20651,士林官邸(中正),25.096324,121.531395
101712-STOP_20661,陽明教養院,25.110508,121.548654
101712-STOP_20664,明德新村,25.120428,121.553091
101712-STOP_202753,芳蘭路,25.012880,121.545400
101712-STOP_202756,大安健康服務中心,25.022085,121.543500
101712-STOP_203513,西湖圖書館(湖光教會),25.078956,121.577680
101712-STOP_204387,南港花園社區四,25.039525,121.593535
101712-STOP_204946,阿柔洋,24.998231,121.611603
101712-STOP_205048,永元路,25.001283,121.522385
101712-STOP_205085,中和教會,24.992776,121.509186
101712-STOP_205099,南勢角(景平路),24.992332,121.512965
101712-STOP_205279,捷運萬隆站,25.001363,121.539389
101712-STOP_205298,和平高中,25.020240,121.547630
101712-STOP_205299,基隆長興街口,25.018512,121.545637
101712-STOP_205344,大豐國小,24.977672,121.538719
101712-STOP_20542,威靈廟,25.105857,121.476238
101712-STOP_205486,青年公園(交通教學區),25.021490,121.506430
101712-STOP_20556,社子國小,25.089646,121.502876
101712-STOP_205693,捷運象山站,25.033006,121.570056
101712-STOP_206654,國家生技園區A/C棟,25.048369,121.612006
101712-STOP_206693,三重里,25.059271,121.610434
101712-STOP_20691,我家花園,25.124940,121.573600
101712-STOP_207182,士林監理站,25.095131,121.514043
101712-STOP_202771,臺北車站(青島),25.044844,121.517704
101712-STOP_203508,基湖站,25.080100,121.564890
101712-STOP_205032,中興二村,24.996424,121.514860
101712-STOP_205040,南華路口,24.995169,121.502087
101712-STOP_205079,家美工業區,25.002028,121.493912
101712-STOP_205343,耕莘醫院(民族路),24.975918,121.537003
101712-STOP_20543,下溪沙尾,25.105810,121.478860
101712-STOP_20569,昌吉重慶路口,25.066150,121.513644
101712-STOP_206653,國家生技園區F棟,25.047656,121.611301
101712-STOP_20685,倫仔尾,25.130640,121.573140
101712-STOP_206966,粗坑,25.153808,121.504058
101712-STOP_202761,溫州街口,25.026355,121.532694
101712-STOP_203503,圓山大飯店,25.077270,121.528167
101712-STOP_203507,堤頂大道口,25.078390,121.564050
101712-STOP_204903,士東路353巷,25.114024,121.539825
101712-STOP_205042,連城路口,25.000476,121.497728
101712-STOP_205102,秀景里,24.990962,121.525950
101712-STOP_205108,福和橋(成功路),25.002147,121.526928
101712-STOP_205273,新店郵局,24.978161,121.542795
101712-STOP_205286,和平高中,25.019630,121.547460
101712-STOP_205291,世貿中心(基隆路),25.033678,121.560157
101712-STOP_205294,吳興街口,25.031594,121.558600
101712-STOP_205306,萬隆,24.999396,121.539804
101712-STOP_20562,葫蘆堵市場,25.083076,121.510028
101712-STOP_20564,社子消防分隊,25.079522,121.510994
101712-STOP_206007,頂湖入口(竹子湖),25.173595,121.538407
101712-STOP_20649,捷運士林站(中正),25.095435,121.526765
101712-STOP_20676,衛星電台,25.144377,121.564713
101712-STOP_206948,福美站,25.100382,121.504476
101712-STOP_207103,大興街口,25.130578,121.499403
101712-STOP_207183,福港街,25.089884,121.517833
101712-STOP_202731,指南路口,24.986224,121.570606
101712-STOP_202767,南昌路,25.030967,121.517416
101712-STOP_203515,達人高中(臺灣戲曲學院),25.081140,121.586800
101712-STOP_203523,堤頂大道口,25.076660,121.563050
101712-STOP_205023,中和保養廠,25.002543,121.492374
101712-STOP_205029,捷運景安站(景平路),24.993354,121.504297
101712-STOP_205037,南勢角(景平路),24.992910,121.511330
101712-STOP_205058,吳興街口,25.031594,121.558600
101712-STOP_205059,三興國小(臨江街觀光夜市),25.028215,121.556522
101712-STOP_205063,秀朗國小,25.000020,121.520800
101712-STOP_205081,連城路口,25.000310,121.497687
101712-STOP_205295,三興國小(臨江街觀光夜市),25.028215,121.556522
101712-STOP_205323,大豐國小,24.977694,121.538519
101712-STOP_205335,中油大樓,25.039171,121.569464
101712-STOP_20545,富安國小,25.105913,121.483186
101712-STOP_20558,社子派出所,25.089333,121.505614
101712-STOP_20566,老師里,25.072056,121.511554
101712-STOP_20650,福林國小,25.095833,121.529005
101712-STOP_20668,格致國中,25.131350,121.546840
101712-STOP_20670,山仔后,25.138087,121.547117
101712-STOP_20673,山豬湖,25.142226,121.556988
101712-STOP_20684,陳厝,25.134970,121.574180
101712-STOP_206904,三王宮,25.100412,121.505630
101712-STOP_202765,南昌家具街,25.027078,121.520843
101712-STOP_203524,明水路三,25.077420,121.549470
101712-STOP_204112,碧霞宮,25.093529,121.588013
101712-STOP_205035,中興二村,24.997068,121.515269
101712-STOP_205282,公館,25.012096,121.538531
101712-STOP_205287,捷運六張犁站(基隆路),25.023637,121.551907
101712-STOP_205293,世貿中心(基隆路),25.033619,121.559741
101712-STOP_205327,三民路,24.972277,121.534816
101712-STOP_205339,中正國小(三民路),24.970990,121.537150
101712-STOP_205341,公園新村,24.973586,121.534027
101712-STOP_20548,臨江園,25.101700,121.489150
101712-STOP_205485,萬華醫院,25.023910,121.509820
101712-STOP_20549,地藏禪寺,25.099560,121.491680
101712-STOP_20570,捷運大橋頭站,25.063325,121.513516
101712-STOP_20656,華興中學,25.104101,121.538125
101712-STOP_206655,國家生技園區F棟,25.047656,121.611301
101712-STOP_20686,公地嶺,25.130842,121.574546
101712-STOP_206967,大屯國小,25.154636,121.504149
101712-STOP_207167,福美站,25.100382,121.504476
101712-STOP_202737,力行國小,24.981734,121.560334
101712-STOP_203233,陽明山總站,25.151480,121.546030
101712-STOP_203532,捷運圓山站,25.069196,121.519974
101712-STOP_204320,小南門(和平院區),25.036841,121.508728
101712-STOP_204939,福安居,24.998860,121.616040
101712-STOP_204951,福安居,24.998860,121.616040
101712-STOP_204952,阿柔洋,24.998231,121.611603
101712-STOP_205043,捷運中和站(中山路),25.002436,121.496157
101712-STOP_205053,吳興街口,25.031596,121.558846
101712-STOP_205078,中和保養廠,25.002543,121.492374
101712-STOP_205310,大坪林,24.980858,121.541691
101712-STOP_20540,浮線,25.106587,121.472510
101712-STOP_20550,下竹圍,25.098160,121.493330
101712-STOP_20576,臺北車站(鄭州),25.048497,121.517198
101712-STOP_20679,菁山里三,25.140830,121.567470
101712-STOP_20774,安康車子路口,24.958027,121.505929
101712-STOP_207923,礦寮一,25.143152,121.559129
101712-STOP_208015,市政府(市府),25.038332,121.563754
101712-STOP_20803,拔子埔,25.105067,121.543900
101712-STOP_20808,陽明山國小,25.117850,121.552100
101712-STOP_208356,慈后宮,25.127884,121.501190
101712-STOP_208370,承德路口,25.068454,121.518809
101712-STOP_208379,中華路北站,25.044585,121.508765
101712-STOP_208380,捷運西門站,25.041649,121.507887
101712-STOP_208433,福美承平路口,25.100591,121.507033
101712-STOP_208648,三角公園,24.983627,121.579664
101712-STOP_20904,公教住宅,25.057928,121.552564
101712-STOP_20908,廣合新村,25.060670,121.563390
101712-STOP_20909,三民國小,25.062798,121.563647
101712-STOP_20935,三洋,25.030158,121.426972
101712-STOP_20784,溪頭,24.960256,121.532361
101712-STOP_20833,平等里,25.131355,121.576478
101712-STOP_208359,承德公舘路口,25.118907,121.501973
101712-STOP_208368,明倫高中,25.073440,121.519152
101712-STOP_208787,復興南路口,25.025104,121.542376
101712-STOP_20933,雙鳳富國路口,25.025833,121.417618
101712-STOP_20943,保元宮,25.038242,121.459593
101712-STOP_20944,頭前,25.041731,121.465160
101712-STOP_20975,捷運忠孝敦化站,25.041391,121.550375
101712-STOP_20976,阿波羅大廈,25.041262,121.553619
101712-STOP_210626,中港大排願景館,25.058980,121.450887
101712-STOP_211061,湖底路66號,25.150639,121.538340
101712-STOP_207195,福港街,25.089884,121.517833
101712-STOP_20767,中央新城,24.951708,121.489551
101712-STOP_20779,光華新村(安康路),24.963936,121.517942
101712-STOP_20794,捷運士林站(中正),25.095435,121.526765
101712-STOP_20800,芝蘭新村,25.106942,121.536904
101712-STOP_20801,華興中學,25.104101,121.538125
101712-STOP_20812,下竹林,25.129780,121.547625
101712-STOP_20832,圳仔頭,25.131940,121.574833
101712-STOP_208344,貴子坑水土保持園區,25.145060,121.492620
101712-STOP_208422,福美承平路口,25.100501,121.507447
101712-STOP_208458,士林區農會,25.092864,121.525672
101712-STOP_208573,捷運古亭站(和平),25.026787,121.524616
101712-STOP_20899,捷運忠孝敦化站,25.043013,121.549174
101712-STOP_20906,聯合二村,25.058502,121.559217
101712-STOP_20959,南昌家具街,25.027365,121.520315
101712-STOP_210083,梅湖,25.147920,121.536191
101712-STOP_210628,中平路一,25.055211,121.444421
101712-STOP_20763,三城,24.949637,121.483119
101712-STOP_20770,大茅埔,24.954318,121.494663
101712-STOP_20796,士林官邸(中正),25.096324,121.531395
101712-STOP_208034,民族西路,25.068586,121.512749
101712-STOP_20815,山仔后,25.138087,121.547117
101712-STOP_20819,乾坑子,25.142010,121.558338
101712-STOP_20822,菁山里一,25.143538,121.564188
101712-STOP_208354,中央南路,25.132154,121.501318
101712-STOP_208357,捷運奇岩站,25.126004,121.499599
101712-STOP_208375,國賓飯店,25.056428,121.522629
101712-STOP_208382,老松國小,25.038262,121.502570
101712-STOP_208432,福美承平路口,25.100501,121.507447
101712-STOP_20852,捷運新店區公所站(北新),24.967639,121.541616
101712-STOP_208581,政大附中,24.986531,121.585519
101712-STOP_20907,民生社區活動中心,25.058641,121.560927
101712-STOP_20946,中興街口,25.045403,121.469408
101712-STOP_20952,東吳大學城中校區,25.039054,121.509101
101712-STOP_207194,兒童新樂園,25.096205,121.515234
101712-STOP_207713,長壽抽水站,25.061328,121.596727
101712-STOP_20775,台北菸廠,24.959017,121.509284
101712-STOP_20795,福林國小,25.095833,121.529005
101712-STOP_20817,陽明山泉,25.139787,121.551240
101712-STOP_20826,興農橋,25.139328,121.570212
101712-STOP_208584,百齡國小,25.087319,121.517763
101712-STOP_208757,忠順廟,24.982712,121.564609
101712-STOP_208760,木柵公園,24.987246,121.560787
101712-STOP_208786,捷運六張犁站(和平),25.022926,121.554225
101712-STOP_20931,中正龍安路口,25.022436,121.414710
101712-STOP_20942,新莊國小,25.036727,121.456562
101712-STOP_20955,市立大學附小,25.036463,121.514976
101712-STOP_207825,土地銀行,25.037957,121.575265
101712-STOP_20783,大坪頂,24.961041,121.530152
101712-STOP_20827,鄭厝,25.137849,121.571595
101712-STOP_20831,公地嶺,25.130842,121.574546
101712-STOP_208346,慈航寺,25.144571,121.497011
101712-STOP_208426,福美承平路口,25.100501,121.507447
101712-STOP_208434,福美承平路口,25.100501,121.507447
101712-STOP_208636,萬壽橋頭(新光),24.993482,121.573630
101712-STOP_208789,捷運古亭站(和平),25.027172,121.523152
101712-STOP_20886,耕莘醫院(中正路),24.976150,121.535279
101712-STOP_20891,中正環河路口,24.990206,121.534050
101712-STOP_20782,頂城,24.961725,121.528339
101712-STOP_20818,山豬湖,25.142226,121.556988
101712-STOP_208348,中和里,25.142065,121.498755
101712-STOP_208651,水鋼琴社區,24.981691,121.580962
101712-STOP_208791,臺北車站(忠孝),25.046564,121.515689
101712-STOP_20958,聯合醫院婦幼院區一,25.029988,121.518038
101712-STOP_20963,溫州街口,25.026097,121.533013
101712-STOP_20977,交通部觀光署,25.041282,121.555503
101712-STOP_210086,梅湖,25.147920,121.536191
101712-STOP_207193,三王宮,25.100412,121.505630
101712-STOP_20764,建業路,24.951210,121.484465
101712-STOP_20768,頭城,24.951774,121.491545
101712-STOP_20799,岩山里一,25.103513,121.537024
101712-STOP_208014,市政府(市府),25.038501,121.563553
101712-STOP_20805,永福(林語堂故居),25.109244,121.547020
101712-STOP_20820,礦寮,25.144030,121.559300
101712-STOP_20830,倫仔尾,25.130767,121.573258
101712-STOP_208641,萬興國小,24.989679,121.576757
101712-STOP_20883,崇光中學,24.972713,121.540220
101712-STOP_20901,市立體育場,25.048949,121.549204
101712-STOP_20903,長庚醫院,25.056681,121.549269
101712-STOP_20926,光華國小(龍安路),25.018408,121.425126
101712-STOP_20930,丹鳳高中,25.021294,121.416282
101712-STOP_20945,金陵女中,25.042747,121.466564
101712-STOP_20951,貴陽街,25.039450,121.505824
101712-STOP_20965,龍門國中(和平),25.025407,121.538492
101712-STOP_210284,南港機廠,25.051694,121.604333
101712-STOP_210366,羅斯福潮州街口,25.030090,121.520154
101712-STOP_207823,土地銀行,25.037957,121.575265
101712-STOP_208013,市政府(市府),25.038332,121.563754
101712-STOP_20802,嶺頭,25.102015,121.540319
101712-STOP_20810,白雲山莊,25.123070,121.551465
101712-STOP_20813,格致國中,25.131350,121.546840
101712-STOP_20829,陳厝,25.135070,121.574060
101712-STOP_208347,國泰新村,25.143538,121.498005
101712-STOP_208646,北政國中(政大實小),24.985050,121.579955
101712-STOP_208753,指南路口,24.986224,121.570606
101712-STOP_208788,溫州街口,25.026355,121.532694
101712-STOP_20940,新泰路口,25.034987,121.447739
101712-STOP_20947,五谷王廟,25.047009,121.473986
101712-STOP_20953,一女中(貴陽),25.038583,121.514486
101712-STOP_20970,立人國際國中小學,25.028743,121.550585
101712-STOP_20772,仁康醫院,24.956348,121.499054
101712-STOP_208353,第一銀行,25.134513,121.502359
101712-STOP_208362,承德路七段,25.112707,121.508727
101712-STOP_208365,大南路口,25.088519,121.521561
101712-STOP_208455,士林區農會,25.092864,121.525672
101712-STOP_208634,貓纜動物園站,24.996800,121.576778
101712-STOP_208864,環南市場,25.027672,121.489453
101712-STOP_20894,敦化和平路口,25.023910,121.548980
101712-STOP_20896,大安國中,25.029670,121.549060
101712-STOP_20897,仁愛國中(外交學院),25.035951,121.549090
101712-STOP_20902,臺北小巨蛋,25.052580,121.549330
101712-STOP_20927,龍安大第,25.019332,121.422164
101712-STOP_20972,捷運信義安和站(安和),25.034479,121.552601
101712-STOP_207715,安康路,25.063137,121.601189
101712-STOP_20793,小北街,25.090709,121.526963
101712-STOP_20798,岩山里,25.101779,121.537709
101712-STOP_208372,大同大學,25.067300,121.522440
101712-STOP_208377,行政院,25.046484,121.519760
101712-STOP_208644,小坑口(北政國中),24.986195,121.579379
101712-STOP_20934,捷運丹鳳站,25.028741,121.422375
101712-STOP_20950,祖師廟(貴陽),25.039973,121.502490
101712-STOP_20956,南門,25.033381,121.515680
101712-STOP_20961,師大,25.026501,121.527863
101712-STOP_20968,臥龍街,25.024522,121.547571
101712-STOP_210283,捷運昆陽站,25.050218,121.593651
101712-STOP_210486,消防局(松仁),25.039478,121.568335
101712-STOP_207199,士林監理站,25.093006,121.514211
101712-STOP_20771,康樂新村,24.955162,121.496698
101712-STOP_20773,薏仁坑,24.957336,121.502106
101712-STOP_20776,浪漫貴族,24.960016,121.511483
101712-STOP_20777,公崙新村(豐榮醫院),24.962041,121.512648
101712-STOP_207824,國稅局宿舍,25.033870,121.575140
101712-STOP_20792,捷運劍潭站(北藝中心),25.084952,121.525031
101712-STOP_20806,陽明教養院,25.110508,121.548654
101712-STOP_20807,福音,25.114337,121.550560
101712-STOP_208351,新北投,25.137791,121.502937
101712-STOP_208376,中山市場,25.051264,121.522021
101712-STOP_208650,政大威秀,24.983063,121.579996
101712-STOP_208652,草湳大榕樹,24.970110,121.608538
101712-STOP_208756,司法新村,24.983470,121.566950
101712-STOP_208784,捷運動物園站,24.998570,121.579960
101712-STOP_20895,成功國宅,25.027599,121.549034
101712-STOP_20905,介壽國中,25.058201,121.555694
101712-STOP_210185,葉家莊,25.126609,121.560678
101712-STOP_210627,捷運新莊副都心站(中央路),25.057744,121.446968
101712-STOP_207763,橋仔頭,25.113526,121.576489
101712-STOP_208024,捷運民權西路站,25.062848,121.517868
101712-STOP_20809,明德新村,25.120428,121.553091
101712-STOP_20821,衛星電台,25.144377,121.564713
101712-STOP_208350,中和街,25.139157,121.501521
101712-STOP_208355,中央南大興街口,25.130163,121.501062
101712-STOP_208358,大業路(農禪寺),25.122430,121.499222
101712-STOP_208360,立農國小,25.117433,121.503568
101712-STOP_208494,福美承平路口,25.100501,121.507447
101712-STOP_208580,萬興國小,24.989679,121.576757
101712-STOP_208755,景文中學,24.984131,121.568960
101712-STOP_208783,政大附中(校內),24.987290,121.585880
101712-STOP_20890,莊敬中學/人權博物館,24.986330,121.533644
101712-STOP_20923,民安國小,25.021046,121.427887
101712-STOP_20928,萬安公園,25.019998,121.420084
101712-STOP_20941,捷運新莊站(新莊郵局),25.035376,121.449469
101712-STOP_20962,師大綜合大樓,25.026362,121.529958
101712-STOP_207192,福美站,25.100382,121.504476
101712-STOP_207453,新安路五南站,25.126792,121.556996
101712-STOP_20769,頭城一,24.952962,121.493053
101712-STOP_20780,下城社區,24.963474,121.523525
101712-STOP_20786,檳榔路,24.965001,121.540588
101712-STOP_20811,新安,25.124903,121.550276
101712-STOP_208579,捷運動物園站,24.998810,121.580210
101712-STOP_208642,政大(聯合醫院),24.987374,121.576765
101712-STOP_20964,大安森林公園,25.025736,121.536236
101712-STOP_20966,復興南路口,25.024914,121.542240
101712-STOP_20969,全安里,25.025538,121.550192
101712-STOP_20971,文昌街口,25.031516,121.552557
101712-STOP_210367,捷運古亭站(羅斯福),25.027388,121.522146
101712-STOP_20765,二城,24.951592,121.486033
101712-STOP_20766,中央印製廠,24.951723,121.488385
101712-STOP_207714,蘆洲里,25.062152,121.597205
101712-STOP_20781,胡璉故居紀念館,24.962917,121.525980
101712-STOP_20823,菁山里二,25.142060,121.564880
101712-STOP_208273,福安里一,25.097666,121.494972
101712-STOP_208345,秀山里,25.145288,121.493827
101712-STOP_208361,實踐街口,25.114726,121.506439
101712-STOP_208363,士林監理站,25.095131,121.514043
101712-STOP_208574,溫州街口,25.026097,121.533013
101712-STOP_208576,臥龍街,25.024522,121.547571
101712-STOP_208595,吳厝一(橫嶺古道口),25.146681,121.537595
101712-STOP_208790,博物館(襄陽),25.043454,121.515494
101712-STOP_20967,國立臺北教育大學,25.024603,121.545343
101712-STOP_20825,下過溪,25.140928,121.568865
101712-STOP_208349,復興中學,25.140426,121.500142
101712-STOP_208371,花博公園,25.068370,121.521996
101712-STOP_208444,吳興國小(松仁),25.026234,121.568628
101712-STOP_20853,中正路口,24.971908,121.541397
101712-STOP_20888,廿張路口,24.979496,121.534014
101712-STOP_20929,裕民國小,25.020760,121.417890
101712-STOP_20948,重新大橋,25.051377,121.487739
101712-STOP_211223,民生社區活動中心,25.058641,121.560927
101712-STOP_211203,捷運關渡站,25.125124,121.467024
101712-STOP_211225,南松山(塔悠),25.051932,121.570154
101712-STOP_211226,松山車站(八德),25.049976,121.577246
101712-STOP_21196,空中大學(三民路),25.088070,121.469840
101712-STOP_212026,國立科教館,25.095348,121.517419
101712-STOP_21205,穀保家商,25.072074,121.470693
101712-STOP_21209,東海中學,25.065398,121.482301
101712-STOP_21223,天后宮,25.057070,121.499980
101712-STOP_212370,雙溪國小,25.107052,121.562672
101712-STOP_212393,雙溪國小,25.106783,121.562743
101712-STOP_212396,雙溪站二,25.106870,121.568210
101712-STOP_213003,臺北客運板橋前站(藝文),25.022559,121.452109
101712-STOP_213012,捷運府中站(府中路),25.009036,121.458454
101712-STOP_213015,新北市政府(新府路),25.011857,121.464374
101712-STOP_213023,積穗派出所,25.004871,121.480278
101712-STOP_213043,聯合醫院和平院區,25.035700,121.506607
101712-STOP_213068,新益里,25.062286,121.566155
101712-STOP_213076,南京敦化路口(小巨蛋),25.051793,121.549521
101712-STOP_213117,新北板橋公車站,25.012769,121.462610
101712-STOP_213126,名來新城(中正路),25.026087,121.454664
101712-STOP_21337,中原路,25.054360,121.447370
101712-STOP_21344,頭前國中(中原路),25.054250,121.457564
101712-STOP_21347,新北大道中興路口,25.061345,121.468148
101712-STOP_213570,行政院,25.046484,121.519760
101712-STOP_213656,捷運劍南路站,25.085303,121.554688
101712-STOP_211922,大安變電所(大安路),25.005106,121.431451
101712-STOP_212023,天文科學館,25.095490,121.518220
101712-STOP_21211,新北大道路口,25.063061,121.487240
101712-STOP_212374,翠山派出所,25.107995,121.560536
101712-STOP_212388,社區發展協會,25.109360,121.559870
101712-STOP_212392,中社路17巷,25.107688,121.562268
101712-STOP_213010,板橋戶政事務所,25.012745,121.456162
101712-STOP_213036,果菜市場,25.019870,121.497706
101712-STOP_213064,民生國中,25.060189,121.567695
101712-STOP_213073,西松國小,25.052827,121.563759
101712-STOP_213082,南京林森路口,25.052168,121.525717
101712-STOP_213093,西藏路口,25.028965,121.500377
101712-STOP_213108,員山公園,25.003468,121.481046
101712-STOP_21335,康樂新村,24.955162,121.496698
101712-STOP_213523,內湖焚化廠(葫蘆洲公園),25.062478,121.603466
101712-STOP_213638,大湖公園,25.083037,121.605252
101712-STOP_213642,金龍路口,25.084686,121.594383
101712-STOP_213644,內湖派出所,25.081983,121.589951
101712-STOP_213645,達人高中(臺灣戲曲學院),25.081320,121.587180
101712-STOP_213658,植福宮,25.080848,121.548239
101712-STOP_211204,北藝大校門口,25.129084,121.466039
101712-STOP_21195,捷運蘆洲站,25.090790,121.465126
101712-STOP_21200,中山一路,25.080837,121.473480
101712-STOP_21210,三民街,25.063326,121.485128
101712-STOP_21222,三重空軍一村,25.057603,121.498795
101712-STOP_212398,雙溪站,25.106289,121.566146
101712-STOP_212405,故宮博物院,25.099862,121.549281
101712-STOP_212433,政大,24.987780,121.574739
101712-STOP_213065,新益里,25.062445,121.566269
101712-STOP_213094,德昌街口,25.025052,121.500260
101712-STOP_213101,台貿一村,24.996730,121.492254
101712-STOP_213122,大庭新村,25.017697,121.456234
101712-STOP_21351,大同路口,25.061403,121.494930
101712-STOP_213524,捷運東湖站(南湖高中),25.066845,121.611416
101712-STOP_213525,明湖國中,25.070261,121.611642
101712-STOP_213530,大湖公園,25.083037,121.605252
101712-STOP_213534,金龍路口,25.084686,121.594383
101712-STOP_21354,民權中山路口,25.062714,121.522301
101712-STOP_213544,達人高中(臺灣戲曲學院),25.081320,121.587180
101712-STOP_213643,碧湖國小,25.083800,121.592482
101712-STOP_213649,麗山國中,25.080638,121.573860
101712-STOP_213651,恕德家商,25.082118,121.569461
101712-STOP_21366,三民國中,25.068815,121.585438
101712-STOP_211244,湖田橋,25.170444,121.538427
101712-STOP_211299,第二接續井,25.151846,121.544346
101712-STOP_211923,正豐,25.007876,121.432929
101712-STOP_21199,鷺江國小(三民路),25.082946,121.475381
101712-STOP_21221,光興國小,25.059718,121.498334
101712-STOP_212369,明溪街,25.107710,121.566163
101712-STOP_213013,萬坪公園,25.013298,121.460871
101712-STOP_213069,民生國中,25.059661,121.567923
101712-STOP_213097,華中橋,25.003190,121.496502
101712-STOP_213144,舊宗路一段(行善),25.058701,121.579639
101712-STOP_21348,新北大道中華路口,25.061370,121.483062
101712-STOP_213540,碧山岩,25.085651,121.590540
101712-STOP_213547,捷運港墘站(內湖高工),25.079837,121.576109
101712-STOP_21355,捷運中山國小站,25.062669,121.525381
101712-STOP_213552,治磐新村,25.083069,121.564099
101712-STOP_213564,臺北市立美術館,25.070066,121.523095
101712-STOP_213572,重慶南路一段,25.045558,121.513175
101712-STOP_213637,黃石公廟,25.078107,121.607197
101712-STOP_211221,捷運士林站(中正),25.095583,121.526622
101712-STOP_211222,捷運劍潭站(北藝中心),25.084849,121.524748
101712-STOP_211929,新樹民安路口(新泰醫院),25.021865,121.434819
101712-STOP_21220,三重郵局,25.060928,121.498057
101712-STOP_212399,雙溪社區,25.105580,121.566270
101712-STOP_213008,大庭新村,25.016976,121.456421
101712-STOP_213014,新北板橋公車站,25.012770,121.462542
101712-STOP_213041,廈安里,25.030697,121.504168
101712-STOP_213048,青島林森路口,25.043730,121.522279
101712-STOP_213053,捷運松江南京站,25.051991,121.532641
101712-STOP_213078,南京龍江路口,25.051995,121.540853
101712-STOP_213085,臺北車站(忠孝),25.046541,121.516722
101712-STOP_213090,大埔街,25.032055,121.504484
101712-STOP_213125,板橋國中(435藝文特區),25.022921,121.454395
101712-STOP_213127,臺北客運板橋前站(藝文),25.022559,121.452109
101712-STOP_213145,行善路,25.057174,121.576499
101712-STOP_21330,中央印製廠,24.951723,121.488385
101712-STOP_21332,頭城,24.951774,121.491545
101712-STOP_21333,頭城一,24.952962,121.493053
101712-STOP_21349,三重區公所(新北大道),25.061249,121.488570
101712-STOP_213529,黃石公廟,25.078107,121.607197
101712-STOP_213531,捷運大湖公園站,25.083735,121.602546
101712-STOP_213532,大湖,25.084787,121.600015
101712-STOP_21356,民權吉林路口,25.062547,121.530064
101712-STOP_213563,圓山大飯店,25.077322,121.527964
101712-STOP_211164,臺大綜合體育館,25.021550,121.534114
101712-STOP_211921,三重客運新莊站,25.004889,121.427621
101712-STOP_21202,民生街口,25.079610,121.471820
101712-STOP_212366,雙溪站一,25.106550,121.567140
101712-STOP_212384,陽明戲院,25.087440,121.526022
101712-STOP_213031,台貿一村,24.996557,121.492320
101712-STOP_213055,南京龍江路口,25.051898,121.540021
101712-STOP_213060,西松國小,25.053597,121.563899
101712-STOP_213067,莊敬里,25.065033,121.565572
